,SDT_YY,SDT_MM,SDT_DD,hour,ARP,temp,hum,dew,windSpeed
0,2019,9,16,0,ARP1,24,56,14,2.057777777777778
1,2019,9,16,1,ARP1,23,57,14,1.028888888888889
2,2019,9,16,2,ARP1,23,58,14,0.5144444444444445
3,2019,9,16,3,ARP1,23,59,14,0.5144444444444445
4,2019,9,16,4,ARP1,22,60,14,0.5144444444444445
5,2019,9,16,5,ARP1,22,62,14,0.5144444444444445
6,2019,9,16,6,ARP1,22,64,15,1.028888888888889
7,2019,9,16,7,ARP1,22,64,15,0.5144444444444445
8,2019,9,16,8,ARP1,23,60,15,0.5144444444444445
9,2019,9,16,9,ARP1,24,54,14,0.5144444444444445
10,2019,9,16,10,ARP1,26,46,14,0.5144444444444445
11,2019,9,16,11,ARP1,27,40,12,0.5144444444444445
12,2019,9,16,12,ARP1,28,35,11,0.5144444444444445
13,2019,9,16,13,ARP1,29,32,10,1.028888888888889
14,2019,9,16,14,ARP1,29,30,10,1.028888888888889
15,2019,9,16,15,ARP1,29,31,10,2.5722222222222224
16,2019,9,16,16,ARP1,28,35,11,3.601111111111111
17,2019,9,16,17,ARP1,27,38,12,3.601111111111111
18,2019,9,16,18,ARP1,26,40,12,3.601111111111111
19,2019,9,16,19,ARP1,25,43,12,3.0866666666666664
20,2019,9,16,20,ARP1,25,46,13,3.0866666666666664
21,2019,9,16,21,ARP1,24,51,13,3.0866666666666664
22,2019,9,16,22,ARP1,24,57,15,3.601111111111111
23,2019,9,16,23,ARP1,23,66,16,3.601111111111111
24,2019,9,17,0,ARP1,22,68,16,3.0866666666666664
25,2019,9,17,1,ARP1,22,67,16,2.5722222222222224
26,2019,9,17,2,ARP1,22,68,16,2.057777777777778
27,2019,9,17,3,ARP1,22,67,15,1.5433333333333332
28,2019,9,17,4,ARP1,21,67,15,1.5433333333333332
29,2019,9,17,5,ARP1,21,66,15,1.028888888888889
30,2019,9,17,6,ARP1,21,66,15,0.0
31,2019,9,17,7,ARP1,22,65,15,0.5144444444444445
32,2019,9,17,8,ARP1,22,64,15,0.5144444444444445
33,2019,9,17,9,ARP1,23,61,15,0.5144444444444445
34,2019,9,17,10,ARP1,24,58,15,0.0
35,2019,9,17,11,ARP1,25,55,15,0.5144444444444445
36,2019,9,17,12,ARP1,25,53,15,0.5144444444444445
37,2019,9,17,13,ARP1,27,48,15,0.5144444444444445
38,2019,9,17,14,ARP1,27,47,15,0.5144444444444445
39,2019,9,17,15,ARP1,27,46,14,0.5144444444444445
40,2019,9,17,16,ARP1,27,45,14,0.5144444444444445
41,2019,9,17,17,ARP1,27,47,15,1.5433333333333332
42,2019,9,17,18,ARP1,26,52,15,2.057777777777778
43,2019,9,17,19,ARP1,25,58,16,2.057777777777778
44,2019,9,17,20,ARP1,24,62,16,2.057777777777778
45,2019,9,17,21,ARP1,23,64,16,1.5433333333333332
46,2019,9,17,22,ARP1,23,66,16,1.5433333333333332
47,2019,9,17,23,ARP1,23,69,17,1.5433333333333332
48,2019,9,18,0,ARP1,23,71,17,1.028888888888889
49,2019,9,18,1,ARP1,23,71,17,0.5144444444444445
50,2019,9,18,2,ARP1,22,71,17,0.5144444444444445
51,2019,9,18,3,ARP1,22,72,17,1.028888888888889
52,2019,9,18,4,ARP1,22,72,17,1.5433333333333332
53,2019,9,18,5,ARP1,22,72,17,1.028888888888889
54,2019,9,18,6,ARP1,22,72,16,1.028888888888889
55,2019,9,18,7,ARP1,22,70,16,1.028888888888889
56,2019,9,18,8,ARP1,23,65,16,1.028888888888889
57,2019,9,18,9,ARP1,24,57,15,1.028888888888889
58,2019,9,18,10,ARP1,26,51,15,1.028888888888889
59,2019,9,18,11,ARP1,28,43,14,1.5433333333333332
60,2019,9,18,12,ARP1,29,38,13,1.5433333333333332
61,2019,9,18,13,ARP1,29,38,13,1.5433333333333332
62,2019,9,18,14,ARP1,30,38,14,1.5433333333333332
63,2019,9,18,15,ARP1,30,38,14,2.057777777777778
64,2019,9,18,16,ARP1,30,38,14,2.057777777777778
65,2019,9,18,17,ARP1,29,39,14,2.057777777777778
66,2019,9,18,18,ARP1,28,42,14,1.5433333333333332
67,2019,9,18,19,ARP1,27,46,15,1.5433333333333332
68,2019,9,18,20,ARP1,26,51,15,1.5433333333333332
69,2019,9,18,21,ARP1,26,54,16,1.028888888888889
70,2019,9,18,22,ARP1,25,57,16,0.5144444444444445
71,2019,9,18,23,ARP1,25,59,16,0.5144444444444445
72,2019,9,19,0,ARP1,25,60,16,0.5144444444444445
73,2019,9,19,1,ARP1,24,61,16,0.5144444444444445
74,2019,9,19,2,ARP1,24,62,16,0.5144444444444445
75,2019,9,19,3,ARP1,24,62,16,1.028888888888889
76,2019,9,19,4,ARP1,24,63,16,1.028888888888889
77,2019,9,19,5,ARP1,23,63,16,1.028888888888889
78,2019,9,19,6,ARP1,23,62,15,1.028888888888889
79,2019,9,19,7,ARP1,23,59,14,1.5433333333333332
80,2019,9,19,8,ARP1,23,55,14,2.057777777777778
81,2019,9,19,9,ARP1,24,49,13,2.057777777777778
82,2019,9,19,10,ARP1,26,48,14,2.057777777777778
83,2019,9,19,11,ARP1,27,46,15,2.5722222222222224
84,2019,9,19,12,ARP1,29,44,15,3.0866666666666664
85,2019,9,19,13,ARP1,29,46,16,3.0866666666666664
86,2019,9,19,14,ARP1,29,49,17,3.0866666666666664
87,2019,9,19,15,ARP1,29,51,17,3.0866666666666664
88,2019,9,19,16,ARP1,28,53,18,3.601111111111111
89,2019,9,19,17,ARP1,28,55,18,3.601111111111111
90,2019,9,19,18,ARP1,27,58,18,4.115555555555556
91,2019,9,19,19,ARP1,26,64,18,3.601111111111111
92,2019,9,19,20,ARP1,25,71,19,3.0866666666666664
93,2019,9,19,21,ARP1,24,77,19,2.5722222222222224
94,2019,9,19,22,ARP1,23,78,19,2.5722222222222224
95,2019,9,19,23,ARP1,23,79,19,2.5722222222222224
96,2019,9,20,0,ARP1,23,80,19,2.5722222222222224
97,2019,9,20,1,ARP1,22,82,19,2.5722222222222224
98,2019,9,20,2,ARP1,22,83,19,2.5722222222222224
99,2019,9,20,3,ARP1,22,85,19,2.5722222222222224
100,2019,9,20,4,ARP1,21,85,19,2.5722222222222224
101,2019,9,20,5,ARP1,21,84,19,2.5722222222222224
102,2019,9,20,6,ARP1,21,84,19,2.5722222222222224
103,2019,9,20,7,ARP1,22,80,18,2.057777777777778
104,2019,9,20,8,ARP1,23,75,18,1.5433333333333332
105,2019,9,20,9,ARP1,23,71,18,0.5144444444444445
106,2019,9,20,10,ARP1,23,71,18,1.028888888888889
107,2019,9,20,11,ARP1,23,71,18,1.028888888888889
108,2019,9,20,12,ARP1,23,71,18,1.5433333333333332
109,2019,9,20,13,ARP1,24,67,17,1.5433333333333332
110,2019,9,20,14,ARP1,25,62,17,2.057777777777778
111,2019,9,20,15,ARP1,26,57,17,2.5722222222222224
112,2019,9,20,16,ARP1,26,57,17,2.5722222222222224
113,2019,9,20,17,ARP1,26,57,17,3.0866666666666664
114,2019,9,20,18,ARP1,25,58,16,3.0866666666666664
115,2019,9,20,19,ARP1,25,60,16,3.0866666666666664
116,2019,9,20,20,ARP1,24,62,16,2.5722222222222224
117,2019,9,20,21,ARP1,24,64,16,2.5722222222222224
118,2019,9,20,22,ARP1,23,66,16,2.057777777777778
119,2019,9,20,23,ARP1,23,68,16,2.057777777777778
120,2019,9,21,0,ARP1,22,69,16,2.057777777777778
121,2019,9,21,1,ARP1,22,70,16,2.057777777777778
122,2019,9,21,2,ARP1,22,71,16,1.5433333333333332
123,2019,9,21,3,ARP1,21,72,16,1.5433333333333332
124,2019,9,21,4,ARP1,21,72,16,1.5433333333333332
125,2019,9,21,5,ARP1,21,73,16,1.5433333333333332
126,2019,9,21,6,ARP1,21,73,16,2.057777777777778
127,2019,9,21,7,ARP1,22,69,16,1.5433333333333332
128,2019,9,21,8,ARP1,23,66,16,1.5433333333333332
129,2019,9,21,9,ARP1,24,62,16,1.5433333333333332
130,2019,9,21,10,ARP1,25,57,16,1.5433333333333332
131,2019,9,21,11,ARP1,27,52,16,1.028888888888889
132,2019,9,21,12,ARP1,28,47,16,1.028888888888889
133,2019,9,21,13,ARP1,29,44,16,1.028888888888889
134,2019,9,21,14,ARP1,30,40,15,1.028888888888889
135,2019,9,21,15,ARP1,31,37,14,0.5144444444444445
136,2019,9,21,16,ARP1,30,39,15,0.5144444444444445
137,2019,9,21,17,ARP1,30,41,15,0.5144444444444445
138,2019,9,21,18,ARP1,29,43,15,0.5144444444444445
139,2019,9,21,19,ARP1,28,47,16,0.5144444444444445
140,2019,9,21,20,ARP1,27,51,16,1.028888888888889
141,2019,9,21,21,ARP1,26,55,17,1.028888888888889
142,2019,9,21,22,ARP1,26,56,17,1.028888888888889
143,2019,9,21,23,ARP1,26,58,17,0.5144444444444445
144,2019,9,22,0,ARP1,25,59,17,0.5144444444444445
145,2019,9,22,1,ARP1,25,61,17,0.5144444444444445
146,2019,9,22,2,ARP1,24,63,17,1.028888888888889
147,2019,9,22,3,ARP1,24,64,17,1.028888888888889
148,2019,9,22,4,ARP1,24,65,17,1.028888888888889
149,2019,9,22,5,ARP1,23,66,17,1.5433333333333332
150,2019,9,22,6,ARP1,23,67,17,1.5433333333333332
151,2019,9,22,7,ARP1,24,63,16,1.5433333333333332
152,2019,9,22,8,ARP1,24,59,16,1.5433333333333332
153,2019,9,22,9,ARP1,25,55,15,1.5433333333333332
154,2019,9,22,10,ARP1,27,49,15,2.057777777777778
155,2019,9,22,11,ARP1,28,43,14,2.5722222222222224
156,2019,9,22,12,ARP1,30,37,14,3.0866666666666664
157,2019,9,22,13,ARP1,30,37,14,3.601111111111111
158,2019,9,22,14,ARP1,31,37,14,3.601111111111111
159,2019,9,22,15,ARP1,31,38,15,3.601111111111111
160,2019,9,22,16,ARP1,30,41,15,4.115555555555556
161,2019,9,22,17,ARP1,29,44,16,4.63
162,2019,9,22,18,ARP1,29,47,16,5.144444444444445
163,2019,9,22,19,ARP1,28,50,17,5.144444444444445
164,2019,9,22,20,ARP1,27,53,17,5.144444444444445
165,2019,9,22,21,ARP1,26,56,17,5.144444444444445
166,2019,9,22,22,ARP1,26,58,17,4.63
167,2019,9,22,23,ARP1,26,59,17,4.63
168,2019,9,23,0,ARP1,25,61,17,4.115555555555556
169,2019,9,23,1,ARP1,25,62,17,4.115555555555556
170,2019,9,23,2,ARP1,25,64,17,4.115555555555556
171,2019,9,23,3,ARP1,24,65,17,3.601111111111111
172,2019,9,23,4,ARP1,24,64,17,3.601111111111111
173,2019,9,23,5,ARP1,24,64,17,3.601111111111111
174,2019,9,23,6,ARP1,24,64,17,3.601111111111111
175,2019,9,23,7,ARP1,24,64,17,3.601111111111111
176,2019,9,23,8,ARP1,25,64,17,4.115555555555556
177,2019,9,23,9,ARP1,25,64,17,4.63
178,2019,9,23,10,ARP1,26,62,18,5.658888888888889
179,2019,9,23,11,ARP1,26,60,18,6.173333333333333
180,2019,9,23,12,ARP1,27,58,18,7.202222222222222
181,2019,9,23,13,ARP1,27,59,18,7.202222222222222
182,2019,9,23,14,ARP1,27,59,18,7.202222222222222
183,2019,9,23,15,ARP1,27,59,18,7.202222222222222
184,2019,9,23,16,ARP1,26,61,18,7.202222222222222
185,2019,9,23,17,ARP1,26,62,18,6.687777777777778
186,2019,9,23,18,ARP1,25,63,18,6.687777777777778
187,2019,9,23,19,ARP1,25,62,17,7.202222222222222
188,2019,9,23,20,ARP1,24,61,16,8.231111111111112
189,2019,9,23,21,ARP1,24,59,16,8.745555555555555
190,2019,9,23,22,ARP1,23,61,15,8.231111111111112
191,2019,9,23,23,ARP1,22,63,15,8.231111111111112
192,2019,9,24,0,ARP1,22,65,15,7.716666666666667
193,2019,9,24,1,ARP1,21,65,14,7.202222222222222
194,2019,9,24,2,ARP1,21,64,14,6.687777777777778
195,2019,9,24,3,ARP1,21,63,14,6.173333333333333
196,2019,9,24,4,ARP1,21,63,14,5.658888888888889
197,2019,9,24,5,ARP1,21,63,14,5.658888888888889
198,2019,9,24,6,ARP1,21,63,14,5.144444444444445
199,2019,9,24,7,ARP1,21,61,13,5.144444444444445
200,2019,9,24,8,ARP1,22,58,13,5.658888888888889
201,2019,9,24,9,ARP1,22,56,13,5.658888888888889
202,2019,9,24,10,ARP1,23,58,14,6.173333333333333
203,2019,9,24,11,ARP1,24,61,16,6.173333333333333
204,2019,9,24,12,ARP1,25,63,17,6.687777777777778
205,2019,9,24,13,ARP1,25,65,18,7.202222222222222
206,2019,9,24,14,ARP1,26,68,20,7.202222222222222
207,2019,9,24,15,ARP1,27,70,21,7.716666666666667
208,2019,9,24,16,ARP1,26,72,20,7.202222222222222
209,2019,9,24,17,ARP1,25,73,20,6.687777777777778
210,2019,9,24,18,ARP1,25,75,20,6.173333333333333
211,2019,9,24,19,ARP1,24,76,19,6.173333333333333
212,2019,9,24,20,ARP1,23,78,19,5.658888888888889
213,2019,9,24,21,ARP1,23,79,19,5.144444444444445
214,2019,9,24,22,ARP1,22,80,19,5.144444444444445
215,2019,9,24,23,ARP1,22,80,19,4.63
216,2019,9,25,0,ARP1,22,81,18,4.115555555555556
217,2019,9,25,1,ARP1,22,81,18,4.115555555555556
218,2019,9,25,2,ARP1,22,82,18,3.601111111111111
219,2019,9,25,3,ARP1,21,83,18,3.601111111111111
220,2019,9,25,4,ARP1,22,82,18,3.601111111111111
221,2019,9,25,5,ARP1,22,81,19,3.601111111111111
222,2019,9,25,6,ARP1,22,79,19,3.601111111111111
223,2019,9,25,7,ARP1,23,78,19,3.601111111111111
224,2019,9,25,8,ARP1,23,77,19,4.115555555555556
225,2019,9,25,9,ARP1,24,76,19,4.115555555555556
226,2019,9,25,10,ARP1,24,74,19,4.115555555555556
227,2019,9,25,11,ARP1,25,71,19,4.115555555555556
228,2019,9,25,12,ARP1,26,69,19,4.115555555555556
229,2019,9,25,13,ARP1,26,66,19,4.63
230,2019,9,25,14,ARP1,27,64,20,4.63
231,2019,9,25,15,ARP1,28,61,20,4.63
232,2019,9,25,16,ARP1,27,65,19,4.63
233,2019,9,25,17,ARP1,26,68,19,4.115555555555556
234,2019,9,25,18,ARP1,25,72,19,4.115555555555556
235,2019,9,25,19,ARP1,24,76,19,3.601111111111111
236,2019,9,25,20,ARP1,23,80,19,3.601111111111111
237,2019,9,25,21,ARP1,22,83,19,3.0866666666666664
238,2019,9,25,22,ARP1,21,85,18,3.0866666666666664
239,2019,9,25,23,ARP1,21,86,18,3.0866666666666664
240,2019,9,26,0,ARP1,20,87,18,3.0866666666666664
241,2019,9,26,1,ARP1,20,88,18,3.0866666666666664
242,2019,9,26,2,ARP1,19,89,18,3.0866666666666664
243,2019,9,26,3,ARP1,19,90,17,2.5722222222222224
244,2019,9,26,4,ARP1,19,87,17,2.5722222222222224
245,2019,9,26,5,ARP1,20,84,17,2.5722222222222224
246,2019,9,26,6,ARP1,20,81,17,2.5722222222222224
247,2019,9,26,7,ARP1,21,79,17,2.5722222222222224
248,2019,9,26,8,ARP1,21,76,17,2.5722222222222224
249,2019,9,26,9,ARP1,22,73,17,2.5722222222222224
250,2019,9,26,10,ARP1,23,68,17,2.5722222222222224
251,2019,9,26,11,ARP1,24,64,17,2.5722222222222224
252,2019,9,26,12,ARP1,26,59,16,2.5722222222222224
253,2019,9,26,13,ARP1,27,54,16,2.5722222222222224
254,2019,9,26,14,ARP1,28,49,16,2.5722222222222224
255,2019,9,26,15,ARP1,29,45,16,2.5722222222222224
256,2019,9,26,16,ARP1,28,50,16,2.5722222222222224
257,2019,9,26,17,ARP1,26,54,16,2.5722222222222224
258,2019,9,26,18,ARP1,25,59,16,2.057777777777778
259,2019,9,26,19,ARP1,24,64,16,2.057777777777778
260,2019,9,26,20,ARP1,22,69,16,2.057777777777778
261,2019,9,26,21,ARP1,21,74,16,1.5433333333333332
262,2019,9,26,22,ARP1,21,74,16,1.5433333333333332
263,2019,9,26,23,ARP1,21,74,16,1.5433333333333332
264,2019,9,27,0,ARP1,20,73,15,1.5433333333333332
265,2019,9,27,1,ARP1,20,73,15,1.5433333333333332
266,2019,9,27,2,ARP1,20,73,15,1.5433333333333332
267,2019,9,27,3,ARP1,19,73,14,1.5433333333333332
268,2019,9,27,4,ARP1,20,71,15,1.5433333333333332
269,2019,9,27,5,ARP1,21,70,15,1.5433333333333332
270,2019,9,27,6,ARP1,21,68,15,1.5433333333333332
271,2019,9,27,7,ARP1,22,66,15,1.5433333333333332
272,2019,9,27,8,ARP1,23,64,16,1.028888888888889
273,2019,9,27,9,ARP1,23,62,16,1.028888888888889
274,2019,9,27,10,ARP1,24,62,16,1.5433333333333332
275,2019,9,27,11,ARP1,25,61,17,1.5433333333333332
276,2019,9,27,12,ARP1,26,60,17,2.057777777777778
277,2019,9,27,13,ARP1,26,59,18,2.057777777777778
278,2019,9,27,14,ARP1,27,58,18,2.5722222222222224
279,2019,9,27,15,ARP1,28,57,19,2.5722222222222224
280,2019,9,27,16,ARP1,27,62,19,2.5722222222222224
281,2019,9,27,17,ARP1,26,66,19,2.057777777777778
282,2019,9,27,18,ARP1,25,71,19,2.057777777777778
283,2019,9,27,19,ARP1,23,76,19,2.057777777777778
284,2019,9,27,20,ARP1,22,80,19,2.057777777777778
285,2019,9,27,21,ARP1,21,85,19,1.5433333333333332
286,2019,9,27,22,ARP1,21,86,18,1.5433333333333332
287,2019,9,27,23,ARP1,20,88,18,1.5433333333333332
288,2019,9,28,0,ARP1,20,89,18,1.5433333333333332
289,2019,9,28,1,ARP1,19,90,17,1.5433333333333332
290,2019,9,28,2,ARP1,19,92,17,1.5433333333333332
291,2019,9,28,3,ARP1,18,93,17,1.5433333333333332
292,2019,9,28,4,ARP1,19,91,17,1.5433333333333332
293,2019,9,28,5,ARP1,20,89,18,1.5433333333333332
294,2019,9,28,6,ARP1,20,88,18,2.057777777777778
295,2019,9,28,7,ARP1,21,86,19,2.057777777777778
296,2019,9,28,8,ARP1,22,84,19,2.057777777777778
297,2019,9,28,9,ARP1,22,82,19,2.057777777777778
298,2019,9,28,10,ARP1,23,80,19,2.057777777777778
299,2019,9,28,11,ARP1,24,77,19,2.057777777777778
300,2019,9,28,12,ARP1,24,74,19,2.5722222222222224
301,2019,9,28,13,ARP1,25,71,19,2.5722222222222224
302,2019,9,28,14,ARP1,25,68,19,2.5722222222222224
303,2019,9,28,15,ARP1,26,65,19,2.5722222222222224
304,2019,9,28,16,ARP1,25,67,18,2.5722222222222224
305,2019,9,28,17,ARP1,24,69,18,3.0866666666666664
306,2019,9,28,18,ARP1,23,71,17,3.0866666666666664
307,2019,9,28,19,ARP1,22,73,17,3.601111111111111
308,2019,9,28,20,ARP1,21,75,16,3.601111111111111
309,2019,9,28,21,ARP1,20,77,15,3.601111111111111
310,2019,9,28,22,ARP1,19,76,15,3.601111111111111
311,2019,9,28,23,ARP1,19,75,14,3.0866666666666664
312,2019,9,29,0,ARP1,18,74,14,3.0866666666666664
313,2019,9,29,1,ARP1,18,73,13,2.5722222222222224
314,2019,9,29,2,ARP1,18,72,13,2.5722222222222224
315,2019,9,29,3,ARP1,17,71,12,2.5722222222222224
316,2019,9,29,4,ARP1,18,70,12,2.057777777777778
317,2019,9,29,5,ARP1,18,69,12,2.057777777777778
318,2019,9,29,6,ARP1,19,68,13,2.057777777777778
319,2019,9,29,7,ARP1,19,66,13,2.057777777777778
320,2019,9,29,8,ARP1,20,65,13,1.5433333333333332
321,2019,9,29,9,ARP1,20,64,13,1.5433333333333332
322,2019,9,29,10,ARP1,21,63,14,1.5433333333333332
323,2019,9,29,11,ARP1,22,61,14,1.5433333333333332
324,2019,9,29,12,ARP1,23,60,15,2.057777777777778
325,2019,9,29,13,ARP1,24,59,15,2.057777777777778
326,2019,9,29,14,ARP1,24,58,16,2.057777777777778
327,2019,9,29,15,ARP1,25,57,16,2.057777777777778
328,2019,9,29,16,ARP1,24,61,16,2.057777777777778
329,2019,9,29,17,ARP1,23,65,16,2.057777777777778
330,2019,9,29,18,ARP1,22,70,16,2.057777777777778
331,2019,9,29,19,ARP1,21,74,16,2.057777777777778
332,2019,9,29,20,ARP1,20,78,16,2.057777777777778
333,2019,9,29,21,ARP1,19,82,16,2.5722222222222224
334,2019,9,29,22,ARP1,18,82,15,2.057777777777778
335,2019,9,29,23,ARP1,18,81,15,2.057777777777778
336,2019,9,30,0,ARP1,17,81,14,2.057777777777778
337,2019,9,30,1,ARP1,17,80,13,2.057777777777778
338,2019,9,30,2,ARP1,16,80,13,1.5433333333333332
339,2019,9,30,3,ARP1,16,80,12,1.5433333333333332
340,2019,9,30,4,ARP1,17,77,13,1.5433333333333332
341,2019,9,30,5,ARP1,17,75,13,1.5433333333333332
342,2019,9,30,6,ARP1,18,73,13,2.057777777777778
343,2019,9,30,7,ARP1,19,71,13,2.057777777777778
344,2019,9,30,8,ARP1,20,68,14,2.057777777777778
345,2019,9,30,9,ARP1,21,66,14,2.057777777777778
346,2019,9,16,0,ARP2,24,77,20,1.5433333333333332
347,2019,9,16,1,ARP2,24,76,19,1.028888888888889
348,2019,9,16,2,ARP2,24,75,19,1.028888888888889
349,2019,9,16,3,ARP2,24,74,19,1.028888888888889
350,2019,9,16,4,ARP2,24,73,18,0.5144444444444445
351,2019,9,16,5,ARP2,24,73,18,0.5144444444444445
352,2019,9,16,6,ARP2,24,73,19,0.0
353,2019,9,16,7,ARP2,24,73,19,0.5144444444444445
354,2019,9,16,8,ARP2,24,71,19,0.5144444444444445
355,2019,9,16,9,ARP2,25,69,19,0.5144444444444445
356,2019,9,16,10,ARP2,26,67,19,2.057777777777778
357,2019,9,16,11,ARP2,26,66,19,2.5722222222222224
358,2019,9,16,12,ARP2,26,65,19,3.0866666666666664
359,2019,9,16,13,ARP2,26,64,18,3.601111111111111
360,2019,9,16,14,ARP2,26,64,18,3.601111111111111
361,2019,9,16,15,ARP2,25,64,18,3.601111111111111
362,2019,9,16,16,ARP2,25,66,18,4.115555555555556
363,2019,9,16,17,ARP2,25,69,18,3.601111111111111
364,2019,9,16,18,ARP2,24,69,18,2.5722222222222224
365,2019,9,16,19,ARP2,24,70,18,2.5722222222222224
366,2019,9,16,20,ARP2,24,71,19,2.057777777777778
367,2019,9,16,21,ARP2,24,71,19,2.5722222222222224
368,2019,9,16,22,ARP2,24,69,18,2.5722222222222224
369,2019,9,16,23,ARP2,24,67,17,1.5433333333333332
370,2019,9,17,0,ARP2,24,67,17,1.5433333333333332
371,2019,9,17,1,ARP2,23,66,17,1.5433333333333332
372,2019,9,17,2,ARP2,23,66,17,1.5433333333333332
373,2019,9,17,3,ARP2,23,67,17,1.5433333333333332
374,2019,9,17,4,ARP2,23,66,16,2.5722222222222224
375,2019,9,17,5,ARP2,22,73,17,4.115555555555556
376,2019,9,17,6,ARP2,21,84,19,5.658888888888889
377,2019,9,17,7,ARP2,21,85,18,6.173333333333333
378,2019,9,17,8,ARP2,21,87,19,5.658888888888889
379,2019,9,17,9,ARP2,21,88,19,5.144444444444445
380,2019,9,17,10,ARP2,22,89,20,5.144444444444445
381,2019,9,17,11,ARP2,22,90,20,4.63
382,2019,9,17,12,ARP2,22,90,21,3.601111111111111
383,2019,9,17,13,ARP2,22,91,21,2.057777777777778
384,2019,9,17,14,ARP2,22,91,21,2.057777777777778
385,2019,9,17,15,ARP2,23,92,21,1.5433333333333332
386,2019,9,17,16,ARP2,23,93,21,2.057777777777778
387,2019,9,17,17,ARP2,23,92,21,2.057777777777778
388,2019,9,17,18,ARP2,23,91,21,1.5433333333333332
389,2019,9,17,19,ARP2,23,92,21,2.5722222222222224
390,2019,9,17,20,ARP2,22,93,21,4.63
391,2019,9,17,21,ARP2,22,90,20,4.63
392,2019,9,17,22,ARP2,22,90,20,4.115555555555556
393,2019,9,17,23,ARP2,22,90,20,4.115555555555556
394,2019,9,18,0,ARP2,22,89,20,4.115555555555556
395,2019,9,18,1,ARP2,22,89,21,4.115555555555556
396,2019,9,18,2,ARP2,22,90,21,3.601111111111111
397,2019,9,18,3,ARP2,23,90,21,3.601111111111111
398,2019,9,18,4,ARP2,23,91,21,3.0866666666666664
399,2019,9,18,5,ARP2,23,91,21,3.0866666666666664
400,2019,9,18,6,ARP2,23,93,22,2.5722222222222224
401,2019,9,18,7,ARP2,23,93,22,2.057777777777778
402,2019,9,18,8,ARP2,23,92,22,1.5433333333333332
403,2019,9,18,9,ARP2,24,91,22,1.5433333333333332
404,2019,9,18,10,ARP2,24,91,22,1.5433333333333332
405,2019,9,18,11,ARP2,24,90,22,1.5433333333333332
406,2019,9,18,12,ARP2,24,88,22,1.5433333333333332
407,2019,9,18,13,ARP2,24,86,22,1.5433333333333332
408,2019,9,18,14,ARP2,25,84,22,1.5433333333333332
409,2019,9,18,15,ARP2,26,78,22,1.5433333333333332
410,2019,9,18,16,ARP2,26,77,22,1.5433333333333332
411,2019,9,18,17,ARP2,25,80,22,1.028888888888889
412,2019,9,18,18,ARP2,25,82,22,0.5144444444444445
413,2019,9,18,19,ARP2,25,83,22,0.5144444444444445
414,2019,9,18,20,ARP2,25,82,22,1.028888888888889
415,2019,9,18,21,ARP2,25,83,21,1.028888888888889
416,2019,9,18,22,ARP2,24,85,21,1.5433333333333332
417,2019,9,18,23,ARP2,24,86,21,3.601111111111111
418,2019,9,19,0,ARP2,24,87,21,4.115555555555556
419,2019,9,19,1,ARP2,24,87,21,4.115555555555556
420,2019,9,19,2,ARP2,24,87,21,4.115555555555556
421,2019,9,19,3,ARP2,24,87,21,3.601111111111111
422,2019,9,19,4,ARP2,24,87,21,3.601111111111111
423,2019,9,19,5,ARP2,23,88,21,2.057777777777778
424,2019,9,19,6,ARP2,23,89,21,3.0866666666666664
425,2019,9,19,7,ARP2,23,87,21,2.5722222222222224
426,2019,9,19,8,ARP2,23,85,20,2.5722222222222224
427,2019,9,19,9,ARP2,23,83,20,2.5722222222222224
428,2019,9,19,10,ARP2,23,83,20,2.057777777777778
429,2019,9,19,11,ARP2,23,84,20,2.057777777777778
430,2019,9,19,12,ARP2,23,84,20,1.5433333333333332
431,2019,9,19,13,ARP2,23,85,20,1.5433333333333332
432,2019,9,19,14,ARP2,23,85,20,1.5433333333333332
433,2019,9,19,15,ARP2,23,86,20,1.028888888888889
434,2019,9,19,16,ARP2,23,86,20,1.5433333333333332
435,2019,9,19,17,ARP2,23,85,20,1.5433333333333332
436,2019,9,19,18,ARP2,23,85,20,1.5433333333333332
437,2019,9,19,19,ARP2,23,86,20,2.057777777777778
438,2019,9,19,20,ARP2,23,87,20,2.057777777777778
439,2019,9,19,21,ARP2,23,87,21,2.5722222222222224
440,2019,9,19,22,ARP2,23,88,21,2.5722222222222224
441,2019,9,19,23,ARP2,23,89,21,2.5722222222222224
442,2019,9,20,0,ARP2,22,90,21,2.5722222222222224
443,2019,9,20,1,ARP2,22,91,21,2.057777777777778
444,2019,9,20,2,ARP2,22,92,21,2.057777777777778
445,2019,9,20,3,ARP2,22,93,21,1.5433333333333332
446,2019,9,20,4,ARP2,22,93,21,1.5433333333333332
447,2019,9,20,5,ARP2,22,93,21,2.057777777777778
448,2019,9,20,6,ARP2,23,94,21,2.057777777777778
449,2019,9,20,7,ARP2,23,93,21,2.057777777777778
450,2019,9,20,8,ARP2,23,93,21,2.057777777777778
451,2019,9,20,9,ARP2,23,93,22,2.5722222222222224
452,2019,9,20,10,ARP2,23,91,21,2.5722222222222224
453,2019,9,20,11,ARP2,23,89,21,2.057777777777778
454,2019,9,20,12,ARP2,23,88,21,2.057777777777778
455,2019,9,20,13,ARP2,23,87,21,2.057777777777778
456,2019,9,20,14,ARP2,23,87,21,2.057777777777778
457,2019,9,20,15,ARP2,23,87,21,2.5722222222222224
458,2019,9,20,16,ARP2,23,86,21,2.057777777777778
