SDT_YY,SDT_MM,SDT_DD,hour,ARP,temp,hum,dew,windSpeed,hpa
2019,9,24,16,ARP2,21,68,15,9.26,1014
2019,9,24,17,ARP2,21,69,15,8.745555555555555,1014
2019,9,24,18,ARP2,21,70,15,8.745555555555555,1014
2019,9,24,19,ARP2,20,71,15,8.745555555555555,1015
2019,9,24,20,ARP2,20,71,15,8.231111111111112,1015
2019,9,24,21,ARP2,20,72,15,8.231111111111112,1015
2019,9,24,22,ARP2,20,72,15,8.231111111111112,1015
2019,9,24,23,ARP2,20,73,15,8.231111111111112,1015
2019,9,25,0,ARP2,20,73,15,8.231111111111112,1015
2019,9,25,1,ARP2,20,74,15,7.716666666666667,1015
2019,9,25,2,ARP2,19,74,15,7.716666666666667,1015
2019,9,25,3,ARP2,19,74,15,7.716666666666667,1015
2019,9,25,4,ARP2,20,74,15,7.716666666666667,1016
2019,9,25,5,ARP2,20,73,15,8.231111111111112,1016
2019,9,25,6,ARP2,20,73,15,8.231111111111112,1016
2019,9,25,7,ARP2,20,72,15,8.231111111111112,1017
2019,9,25,8,ARP2,20,72,15,8.231111111111112,1017
2019,9,25,9,ARP2,20,71,15,8.745555555555555,1017
2019,9,25,10,ARP2,21,71,15,8.745555555555555,1017
2019,9,25,11,ARP2,21,70,15,8.745555555555555,1017
2019,9,25,12,ARP2,21,69,15,8.745555555555555,1017
2019,9,25,13,ARP2,21,68,15,8.745555555555555,1017
2019,9,25,14,ARP2,21,67,15,8.745555555555555,1017
2019,9,25,15,ARP2,22,66,15,8.745555555555555,1017
2019,9,25,16,ARP2,21,67,15,8.745555555555555,1017
2019,9,25,17,ARP2,21,69,15,8.745555555555555,1017
2019,9,25,18,ARP2,21,70,15,9.26,1017
2019,9,25,19,ARP2,21,71,15,9.26,1018
2019,9,25,20,ARP2,21,72,15,9.26,1018
2019,9,25,21,ARP2,20,74,15,9.26,1018
2019,9,25,22,ARP2,20,74,16,9.26,1018
2019,9,25,23,ARP2,20,75,16,9.26,1018
2019,9,16,0,ARP3,22,91,20,4.115555555555556,1009
2019,9,16,1,ARP3,22,90,20,4.63,1009
2019,9,16,2,ARP3,22,89,20,5.144444444444445,1008
2019,9,16,3,ARP3,21,88,19,5.658888888888889,1008
2019,9,16,4,ARP3,21,88,19,5.144444444444445,1008
2019,9,16,5,ARP3,21,89,19,5.144444444444445,1008
2019,9,16,6,ARP3,21,89,19,4.63,1008
2019,9,16,7,ARP3,21,86,19,4.63,1009
2019,9,16,8,ARP3,22,83,19,4.63,1009
2019,9,16,9,ARP3,22,80,18,4.63,1009
2019,9,16,10,ARP3,22,78,18,4.63,1009
2019,9,16,11,ARP3,23,77,19,5.144444444444445,1009
2019,9,16,12,ARP3,23,75,19,5.144444444444445,1009
2019,9,16,13,ARP3,24,74,19,4.63,1009
2019,9,16,14,ARP3,24,72,18,4.115555555555556,1008
2019,9,16,15,ARP3,24,71,18,3.601111111111111,1008
2019,9,16,16,ARP3,23,73,18,3.0866666666666664,1008
2019,9,16,17,ARP3,23,75,18,3.0866666666666664,1009
2019,9,16,18,ARP3,22,76,18,2.5722222222222224,1009
2019,9,16,19,ARP3,22,80,18,2.057777777777778,1009
2019,9,16,20,ARP3,22,84,19,1.5433333333333332,1009
2019,9,16,21,ARP3,22,88,19,1.028888888888889,1010
2019,9,16,22,ARP3,22,88,20,1.5433333333333332,1010
2019,9,16,23,ARP3,22,89,20,1.5433333333333332,1010
2019,9,17,0,ARP3,21,89,20,2.057777777777778,1010
2019,9,17,1,ARP3,21,89,19,2.5722222222222224,1010
2019,9,17,2,ARP3,21,89,19,3.0866666666666664,1010
2019,9,17,3,ARP3,21,88,19,4.115555555555556,1009
2019,9,17,4,ARP3,21,89,19,4.115555555555556,1010
2019,9,17,5,ARP3,21,89,19,4.63,1010
2019,9,17,6,ARP3,21,90,19,4.63,1011
2019,9,17,7,ARP3,21,84,18,5.144444444444445,1011
2019,9,17,8,ARP3,22,78,18,5.658888888888889,1011
2019,9,17,9,ARP3,22,72,17,6.173333333333333,1012
2019,9,17,10,ARP3,23,71,17,6.173333333333333,1012
2019,9,17,11,ARP3,23,70,17,6.687777777777778,1012
2019,9,17,12,ARP3,23,69,17,7.202222222222222,1012
2019,9,17,13,ARP3,23,69,17,7.202222222222222,1012
2019,9,17,14,ARP3,23,69,17,7.202222222222222,1011
2019,9,17,15,ARP3,23,69,17,7.202222222222222,1011
2019,9,17,16,ARP3,23,70,17,6.687777777777778,1011
2019,9,17,17,ARP3,22,72,17,6.173333333333333,1012
2019,9,17,18,ARP3,22,73,17,5.658888888888889,1012
2019,9,17,19,ARP3,22,76,18,5.658888888888889,1012
2019,9,17,20,ARP3,22,79,18,5.658888888888889,1013
2019,9,17,21,ARP3,21,81,18,6.173333333333333,1013
2019,9,17,22,ARP3,21,78,17,6.687777777777778,1013
2019,9,17,23,ARP3,21,76,16,7.202222222222222,1013
2019,9,18,0,ARP3,21,73,16,8.231111111111112,1013
2019,9,18,1,ARP3,20,75,16,7.716666666666667,1013
2019,9,18,2,ARP3,20,77,16,7.716666666666667,1012
2019,9,18,3,ARP3,20,80,16,7.716666666666667,1012
2019,9,18,4,ARP3,20,80,16,7.716666666666667,1013
2019,9,18,5,ARP3,20,81,16,7.716666666666667,1013
2019,9,18,6,ARP3,19,82,16,7.716666666666667,1013
2019,9,18,7,ARP3,20,80,16,8.231111111111112,1014
2019,9,18,8,ARP3,20,77,16,8.231111111111112,1014
2019,9,18,9,ARP3,21,75,16,8.231111111111112,1015
2019,9,18,10,ARP3,21,73,16,8.231111111111112,1015
2019,9,18,11,ARP3,21,71,16,8.231111111111112,1015
2019,9,18,12,ARP3,22,68,16,8.231111111111112,1016
2019,9,18,13,ARP3,22,66,15,7.202222222222222,1015
2019,9,18,14,ARP3,22,63,15,6.687777777777778,1014
2019,9,18,15,ARP3,23,60,15,5.658888888888889,1014
2019,9,18,16,ARP3,22,62,15,5.144444444444445,1014
2019,9,18,17,ARP3,22,64,15,4.115555555555556,1014
2019,9,18,18,ARP3,22,66,15,3.601111111111111,1014
2019,9,18,19,ARP3,21,71,16,4.63,1015
2019,9,18,20,ARP3,21,76,16,5.658888888888889,1015
2019,9,18,21,ARP3,21,80,17,7.202222222222222,1015
2019,9,18,22,ARP3,20,80,17,8.231111111111112,1015
2019,9,18,23,ARP3,20,79,16,9.774444444444445,1016
2019,9,19,0,ARP3,20,78,16,10.803333333333333,1016
2019,9,19,1,ARP3,19,78,15,10.28888888888889,1016
2019,9,19,2,ARP3,19,78,15,10.28888888888889,1015
2019,9,19,3,ARP3,19,78,15,10.28888888888889,1015
2019,9,19,4,ARP3,19,77,15,10.28888888888889,1015
2019,9,19,5,ARP3,19,76,14,10.803333333333333,1015
2019,9,19,6,ARP3,18,76,14,11.317777777777778,1016
2019,9,19,7,ARP3,19,74,14,11.317777777777778,1016
2019,9,19,8,ARP3,19,71,14,11.832222222222223,1016
2019,9,19,9,ARP3,19,69,13,12.346666666666666,1017
2019,9,19,10,ARP3,19,70,14,12.346666666666666,1017
2019,9,19,11,ARP3,20,71,14,12.346666666666666,1016
2019,9,19,12,ARP3,20,72,15,12.346666666666666,1016
2019,9,19,13,ARP3,20,69,14,12.346666666666666,1016
2019,9,19,14,ARP3,20,66,13,11.832222222222223,1015
2019,9,19,15,ARP3,20,63,13,11.317777777777778,1014
2019,9,19,16,ARP3,20,63,13,11.317777777777778,1014
2019,9,19,17,ARP3,20,63,12,11.317777777777778,1015
2019,9,19,18,ARP3,19,63,12,11.317777777777778,1015
2019,9,19,19,ARP3,19,65,12,10.803333333333333,1015
2019,9,19,20,ARP3,19,67,12,10.803333333333333,1015
2019,9,19,21,ARP3,18,68,12,10.28888888888889,1015
2019,9,19,22,ARP3,18,71,13,10.28888888888889,1015
2019,9,19,23,ARP3,18,74,13,10.28888888888889,1015
2019,9,20,0,ARP3,17,76,13,9.774444444444445,1015
2019,9,20,1,ARP3,17,79,14,9.774444444444445,1014
2019,9,20,2,ARP3,17,81,14,9.774444444444445,1014
2019,9,20,3,ARP3,17,83,15,9.26,1013
2019,9,20,4,ARP3,17,84,15,9.26,1013
2019,9,20,5,ARP3,17,84,15,8.745555555555555,1013
2019,9,20,6,ARP3,17,85,15,8.231111111111112,1014
2019,9,20,7,ARP3,17,84,15,8.231111111111112,1014
2019,9,20,8,ARP3,18,84,15,7.716666666666667,1014
2019,9,20,9,ARP3,18,83,15,7.716666666666667,1014
2019,9,20,10,ARP3,18,80,15,7.716666666666667,1014
2019,9,20,11,ARP3,19,77,15,8.231111111111112,1014
2019,9,20,12,ARP3,19,74,15,8.745555555555555,1014
2019,9,20,13,ARP3,20,71,15,8.745555555555555,1014
2019,9,20,14,ARP3,21,68,14,9.26,1014
2019,9,20,15,ARP3,21,65,14,9.26,1014
2019,9,20,16,ARP3,21,65,14,9.26,1014
2019,9,20,17,ARP3,22,65,15,9.26,1014
2019,9,20,18,ARP3,22,64,15,9.26,1014
2019,9,20,19,ARP3,22,64,15,9.26,1014
2019,9,20,20,ARP3,22,64,15,9.26,1015
2019,9,20,21,ARP3,22,63,15,8.745555555555555,1015
2019,9,20,22,ARP3,22,64,15,8.745555555555555,1015
2019,9,20,23,ARP3,22,65,15,8.745555555555555,1014
2019,9,21,0,ARP3,22,66,15,8.745555555555555,1014
2019,9,21,1,ARP3,22,66,15,8.745555555555555,1014
2019,9,21,2,ARP3,22,67,15,8.745555555555555,1014
2019,9,21,3,ARP3,22,68,15,8.231111111111112,1014
2019,9,21,4,ARP3,21,68,15,8.231111111111112,1014
2019,9,21,5,ARP3,21,68,15,8.231111111111112,1014
2019,9,21,6,ARP3,21,69,15,8.231111111111112,1014
2019,9,21,7,ARP3,21,69,16,8.231111111111112,1014
2019,9,21,8,ARP3,21,69,16,7.716666666666667,1014
2019,9,21,9,ARP3,21,70,16,7.716666666666667,1015
2019,9,21,10,ARP3,22,69,16,7.716666666666667,1014
2019,9,21,11,ARP3,22,69,16,7.202222222222222,1014
2019,9,21,12,ARP3,22,69,16,7.202222222222222,1014
2019,9,21,13,ARP3,22,68,16,6.687777777777778,1013
2019,9,21,14,ARP3,22,68,16,6.687777777777778,1013
2019,9,21,15,ARP3,22,68,16,6.173333333333333,1013
2019,9,21,16,ARP3,22,67,16,6.173333333333333,1013
2019,9,21,17,ARP3,22,67,16,6.173333333333333,1013
2019,9,21,18,ARP3,22,66,15,6.173333333333333,1013
2019,9,21,19,ARP3,22,65,15,5.658888888888889,1014
2019,9,21,20,ARP3,22,65,15,5.658888888888889,1014
2019,9,21,21,ARP3,22,64,15,5.658888888888889,1014
2019,9,21,22,ARP3,22,64,15,5.658888888888889,1014
2019,9,21,23,ARP3,22,65,15,5.658888888888889,1013
2019,9,22,0,ARP3,22,65,15,5.658888888888889,1013
2019,9,22,1,ARP3,22,65,15,5.658888888888889,1013
2019,9,22,2,ARP3,22,65,15,5.658888888888889,1012
2019,9,22,3,ARP3,22,65,15,5.658888888888889,1012
2019,9,22,4,ARP3,22,65,15,5.658888888888889,1012
2019,9,22,5,ARP3,22,66,15,5.658888888888889,1012
2019,9,22,6,ARP3,22,66,15,5.658888888888889,1013
2019,9,22,7,ARP3,22,66,15,5.658888888888889,1013
2019,9,22,8,ARP3,22,66,15,5.144444444444445,1013
2019,9,22,9,ARP3,22,67,15,5.144444444444445,1013
2019,9,22,10,ARP3,22,66,15,5.144444444444445,1013
2019,9,22,11,ARP3,22,66,15,5.144444444444445,1012
2019,9,22,12,ARP3,22,66,15,4.63,1012
2019,9,22,13,ARP3,22,65,15,4.63,1011
2019,9,22,14,ARP3,22,65,15,4.63,1011
2019,9,22,15,ARP3,22,64,15,4.63,1011
2019,9,22,16,ARP3,22,64,15,4.63,1011
2019,9,22,17,ARP3,22,64,15,4.63,1011
2019,9,22,18,ARP3,22,64,15,4.63,1011
2019,9,22,19,ARP3,22,63,15,4.63,1011
2019,9,22,20,ARP3,22,63,15,4.63,1011
2019,9,22,21,ARP3,23,63,15,4.63,1011
2019,9,22,22,ARP3,22,63,15,4.63,1011
2019,9,22,23,ARP3,22,64,15,4.63,1011
2019,9,23,0,ARP3,22,64,15,5.144444444444445,1011
2019,9,23,1,ARP3,22,65,15,5.144444444444445,1011
2019,9,23,2,ARP3,22,65,16,5.144444444444445,1010
2019,9,23,3,ARP3,22,66,16,5.658888888888889,1010
2019,9,23,4,ARP3,22,66,16,5.658888888888889,1010
2019,9,23,5,ARP3,22,67,16,5.658888888888889,1011
2019,9,23,6,ARP3,22,67,16,5.658888888888889,1011
2019,9,23,7,ARP3,22,68,16,5.658888888888889,1011
2019,9,23,8,ARP3,22,68,16,5.658888888888889,1011
2019,9,23,9,ARP3,22,69,16,5.658888888888889,1012
2019,9,23,10,ARP3,22,68,16,5.658888888888889,1011
2019,9,23,11,ARP3,22,68,16,5.658888888888889,1011
2019,9,23,12,ARP3,22,67,15,5.658888888888889,1011
2019,9,23,13,ARP3,22,67,15,5.658888888888889,1010
2019,9,23,14,ARP3,22,66,15,5.658888888888889,1010
2019,9,23,15,ARP3,22,66,15,5.144444444444445,1010
2019,9,23,16,ARP3,22,66,15,5.144444444444445,1010
2019,9,23,17,ARP3,22,66,15,5.144444444444445,1011
2019,9,23,18,ARP3,22,66,16,5.144444444444445,1011
2019,9,23,19,ARP3,22,66,16,5.144444444444445,1011
2019,9,23,20,ARP3,23,66,16,5.658888888888889,1012
2019,9,23,21,ARP3,23,66,16,5.658888888888889,1012
2019,9,23,22,ARP3,23,67,16,5.658888888888889,1012
2019,9,23,23,ARP3,22,67,16,5.658888888888889,1012
2019,9,24,0,ARP3,22,67,16,5.658888888888889,1012
2019,9,24,1,ARP3,22,68,16,6.173333333333333,1012
2019,9,24,2,ARP3,22,68,16,6.173333333333333,1012
2019,9,24,3,ARP3,22,68,16,6.173333333333333,1012
2019,9,24,4,ARP3,22,68,16,6.687777777777778,1012
2019,9,24,5,ARP3,22,68,16,6.687777777777778,1013
2019,9,24,6,ARP3,22,68,16,6.687777777777778,1013
2019,9,24,7,ARP3,22,68,16,6.687777777777778,1014
2019,9,24,8,ARP3,22,68,15,6.687777777777778,1014
2019,9,24,9,ARP3,21,68,15,6.687777777777778,1015
2019,9,24,10,ARP3,22,67,15,6.687777777777778,1014
2019,9,24,11,ARP3,22,66,15,6.687777777777778,1014
2019,9,24,12,ARP3,22,65,15,6.173333333333333,1014
2019,9,24,13,ARP3,22,64,15,6.173333333333333,1014
2019,9,24,14,ARP3,22,63,14,6.173333333333333,1014
2019,9,24,15,ARP3,22,62,14,6.173333333333333,1014
2019,9,24,16,ARP3,22,62,14,6.173333333333333,1014
2019,9,24,17,ARP3,22,63,15,6.173333333333333,1014
2019,9,24,18,ARP3,22,63,15,6.173333333333333,1015
2019,9,24,19,ARP3,22,63,15,6.173333333333333,1015
2019,9,24,20,ARP3,23,63,15,6.173333333333333,1015
2019,9,24,21,ARP3,23,63,15,6.173333333333333,1015
2019,9,24,22,ARP3,23,64,15,6.173333333333333,1015
2019,9,24,23,ARP3,23,64,15,6.687777777777778,1015
2019,9,25,0,ARP3,22,65,16,6.687777777777778,1015
2019,9,25,1,ARP3,22,66,16,6.687777777777778,1015
2019,9,25,2,ARP3,22,66,16,7.202222222222222,1015
2019,9,25,3,ARP3,22,67,16,7.202222222222222,1015
2019,9,25,4,ARP3,22,67,16,7.202222222222222,1016
2019,9,25,5,ARP3,22,66,15,6.687777777777778,1016
2019,9,25,6,ARP3,22,66,15,6.687777777777778,1016
2019,9,25,7,ARP3,22,66,15,6.687777777777778,1016
2019,9,25,8,ARP3,22,66,15,6.173333333333333,1017
2019,9,25,9,ARP3,22,65,15,6.173333333333333,1017
2019,9,25,10,ARP3,22,65,15,6.173333333333333,1017
2019,9,25,11,ARP3,22,65,15,6.173333333333333,1017
2019,9,25,12,ARP3,22,65,15,5.658888888888889,1017
2019,9,25,13,ARP3,22,64,15,5.658888888888889,1016
2019,9,25,14,ARP3,22,64,15,5.658888888888889,1016
2019,9,25,15,ARP3,22,64,15,5.144444444444445,1016
2019,9,25,16,ARP3,22,64,15,5.658888888888889,1016
2019,9,25,17,ARP3,22,64,15,5.658888888888889,1017
2019,9,25,18,ARP3,22,65,15,6.173333333333333,1017
2019,9,25,19,ARP3,22,65,15,6.173333333333333,1017
2019,9,25,20,ARP3,22,65,15,6.687777777777778,1017
2019,9,25,21,ARP3,22,66,16,6.687777777777778,1017
2019,9,25,22,ARP3,22,66,16,7.202222222222222,1017
2019,9,25,23,ARP3,22,67,16,7.202222222222222,1017
2019,9,16,0,ARP4,18,87,16,1.028888888888889,1011
2019,9,16,1,ARP4,18,87,16,1.028888888888889,1010
2019,9,16,2,ARP4,18,87,16,1.5433333333333332,1010
2019,9,16,3,ARP4,18,86,16,1.5433333333333332,1010
2019,9,16,4,ARP4,18,88,16,1.028888888888889,1010
2019,9,16,5,ARP4,18,90,16,1.028888888888889,1010
2019,9,16,6,ARP4,17,91,16,1.028888888888889,1010
2019,9,16,7,ARP4,19,85,16,1.5433333333333332,1010
2019,9,16,8,ARP4,20,79,16,1.5433333333333332,1011
2019,9,16,9,ARP4,22,73,17,1.5433333333333332,1011
2019,9,16,10,ARP4,23,68,17,1.5433333333333332,1011
2019,9,16,11,ARP4,25,63,17,2.057777777777778,1010
2019,9,16,12,ARP4,26,58,17,2.057777777777778,1010
2019,9,16,13,ARP4,26,58,17,2.057777777777778,1009
2019,9,16,14,ARP4,26,58,17,2.5722222222222224,1009
2019,9,16,15,ARP4,26,58,18,2.5722222222222224,1009
2019,9,16,16,ARP4,25,63,18,2.5722222222222224,1009
2019,9,16,17,ARP4,24,68,18,2.5722222222222224,1010
2019,9,16,18,ARP4,23,73,18,2.5722222222222224,1010
2019,9,16,19,ARP4,21,76,17,2.057777777777778,1011
2019,9,16,20,ARP4,20,80,17,2.057777777777778,1011
2019,9,16,21,ARP4,19,84,16,1.5433333333333332,1011
2019,9,16,22,ARP4,19,85,16,1.5433333333333332,1011
2019,9,16,23,ARP4,18,87,16,1.5433333333333332,1011
2019,9,17,0,ARP4,18,89,16,1.028888888888889,1012
2019,9,17,1,ARP4,18,89,16,1.028888888888889,1012
2019,9,17,2,ARP4,17,90,16,1.028888888888889,1012
2019,9,17,3,ARP4,17,90,16,1.028888888888889,1012
2019,9,17,4,ARP4,17,91,15,1.028888888888889,1012
2019,9,17,5,ARP4,17,91,15,1.028888888888889,1013
2019,9,17,6,ARP4,17,91,15,1.028888888888889,1013
2019,9,17,7,ARP4,18,85,15,2.057777777777778,1013
2019,9,17,8,ARP4,20,78,16,2.5722222222222224,1013
2019,9,17,9,ARP4,21,72,16,3.0866666666666664,1014
2019,9,17,10,ARP4,22,66,16,3.601111111111111,1014
2019,9,17,11,ARP4,24,61,16,4.115555555555556,1014
2019,9,17,12,ARP4,25,55,15,4.63,1014
2019,9,17,13,ARP4,25,55,15,5.144444444444445,1013
2019,9,17,14,ARP4,25,54,15,5.144444444444445,1013
2019,9,17,15,ARP4,25,54,15,5.658888888888889,1012
2019,9,17,16,ARP4,24,60,16,5.144444444444445,1013
2019,9,17,17,ARP4,22,66,16,4.115555555555556,1014
2019,9,17,18,ARP4,21,72,16,3.601111111111111,1014
2019,9,17,19,ARP4,20,77,16,3.0866666666666664,1015
2019,9,17,20,ARP4,19,81,15,2.5722222222222224,1015
2019,9,17,21,ARP4,18,86,15,2.057777777777778,1015
2019,9,17,22,ARP4,17,86,15,2.057777777777778,1016
2019,9,17,23,ARP4,17,87,15,2.057777777777778,1016
2019,9,18,0,ARP4,17,87,14,2.057777777777778,1016
2019,9,18,1,ARP4,16,87,14,2.057777777777778,1016
2019,9,18,2,ARP4,16,87,14,2.057777777777778,1016
2019,9,18,3,ARP4,16,87,14,2.057777777777778,1015
2019,9,18,4,ARP4,15,88,13,2.057777777777778,1016
2019,9,18,5,ARP4,15,89,13,2.057777777777778,1016
2019,9,18,6,ARP4,15,89,13,2.057777777777778,1016
2019,9,18,7,ARP4,16,82,13,2.057777777777778,1017
2019,9,18,8,ARP4,18,76,13,2.057777777777778,1017
2019,9,18,9,ARP4,19,69,14,2.057777777777778,1017
2019,9,18,10,ARP4,21,63,14,2.057777777777778,1017
2019,9,18,11,ARP4,23,56,14,2.5722222222222224,1017
2019,9,18,12,ARP4,25,50,14,2.5722222222222224,1017
2019,9,18,13,ARP4,25,49,14,2.5722222222222224,1017
2019,9,18,14,ARP4,26,48,14,3.0866666666666664,1016
2019,9,18,15,ARP4,26,47,14,3.0866666666666664,1015
2019,9,18,16,ARP4,24,55,14,3.601111111111111,1016
2019,9,18,17,ARP4,22,62,14,3.601111111111111,1017
2019,9,18,18,ARP4,19,69,14,4.115555555555556,1017
2019,9,18,19,ARP4,18,72,13,3.601111111111111,1018
2019,9,18,20,ARP4,17,74,13,3.0866666666666664,1018
2019,9,18,21,ARP4,16,76,12,2.5722222222222224,1019
2019,9,18,22,ARP4,16,77,12,2.5722222222222224,1019
2019,9,18,23,ARP4,15,78,11,2.5722222222222224,1019
2019,9,19,0,ARP4,15,78,11,2.5722222222222224,1020
2019,9,19,1,ARP4,15,76,10,3.0866666666666664,1020
2019,9,19,2,ARP4,14,73,10,3.0866666666666664,1020
2019,9,19,3,ARP4,14,71,9,3.0866666666666664,1020
2019,9,19,4,ARP4,14,72,9,3.0866666666666664,1020
2019,9,19,5,ARP4,14,73,9,3.0866666666666664,1020
2019,9,19,6,ARP4,14,74,9,3.0866666666666664,1020
2019,9,19,7,ARP4,15,70,9,4.115555555555556,1020
2019,9,19,8,ARP4,16,65,10,5.144444444444445,1021
2019,9,19,9,ARP4,18,61,10,6.687777777777778,1021
2019,9,19,10,ARP4,18,57,10,6.687777777777778,1020
2019,9,19,11,ARP4,19,53,9,6.687777777777778,1020
2019,9,19,12,ARP4,20,48,9,7.202222222222222,1020
2019,9,19,13,ARP4,20,49,9,6.687777777777778,1019
2019,9,19,14,ARP4,20,49,9,6.687777777777778,1018
2019,9,19,15,ARP4,20,50,9,6.687777777777778,1018
2019,9,19,16,ARP4,19,54,9,5.658888888888889,1018
2019,9,19,17,ARP4,17,59,9,5.144444444444445,1018
2019,9,19,18,ARP4,16,63,9,4.115555555555556,1018
2019,9,19,19,ARP4,15,65,8,3.601111111111111,1018
2019,9,19,20,ARP4,14,68,8,3.0866666666666664,1018
2019,9,19,21,ARP4,12,70,7,2.5722222222222224,1019
2019,9,19,22,ARP4,12,72,7,2.5722222222222224,1018
2019,9,19,23,ARP4,12,75,8,2.057777777777778,1018
2019,9,20,0,ARP4,12,77,8,2.057777777777778,1018
2019,9,20,1,ARP4,12,78,8,2.057777777777778,1018
2019,9,20,2,ARP4,12,79,8,2.057777777777778,1017
2019,9,20,3,ARP4,12,81,9,2.057777777777778,1017
2019,9,20,4,ARP4,12,80,9,2.057777777777778,1017
2019,9,20,5,ARP4,12,80,9,2.057777777777778,1017
2019,9,20,6,ARP4,12,79,8,2.057777777777778,1017
2019,9,20,7,ARP4,13,75,9,2.057777777777778,1017
2019,9,20,8,ARP4,15,71,9,2.057777777777778,1016
2019,9,20,9,ARP4,16,67,10,2.057777777777778,1016
2019,9,20,10,ARP4,16,66,10,3.0866666666666664,1016
2019,9,20,11,ARP4,17,65,10,3.601111111111111,1016
2019,9,20,12,ARP4,18,64,11,4.115555555555556,1016
2019,9,20,13,ARP4,18,63,11,4.63,1016
2019,9,20,14,ARP4,19,62,11,5.658888888888889,1016
2019,9,20,15,ARP4,19,61,12,6.173333333333333,1016
2019,9,20,16,ARP4,18,65,11,5.658888888888889,1016
2019,9,20,17,ARP4,17,68,11,5.144444444444445,1016
2019,9,20,18,ARP4,16,72,11,5.144444444444445,1017
2019,9,20,19,ARP4,15,75,11,4.63,1017
2019,9,20,20,ARP4,14,79,10,4.115555555555556,1017
2019,9,20,21,ARP4,13,82,10,4.115555555555556,1017
2019,9,20,22,ARP4,13,83,10,3.601111111111111,1017
2019,9,20,23,ARP4,12,84,10,3.601111111111111,1017
2019,9,21,0,ARP4,12,85,10,3.601111111111111,1017
2019,9,21,1,ARP4,12,85,9,3.601111111111111,1017
2019,9,21,2,ARP4,12,86,9,3.601111111111111,1016
2019,9,21,3,ARP4,11,87,9,3.601111111111111,1016
2019,9,21,4,ARP4,12,84,9,3.601111111111111,1016
2019,9,21,5,ARP4,13,82,10,3.601111111111111,1016
2019,9,21,6,ARP4,14,80,10,3.601111111111111,1016
2019,9,21,7,ARP4,14,78,11,3.601111111111111,1016
2019,9,21,8,ARP4,15,75,11,3.601111111111111,1017
2019,9,21,9,ARP4,16,73,11,4.115555555555556,1017
2019,9,21,10,ARP4,17,71,11,4.115555555555556,1016
2019,9,21,11,ARP4,18,68,12,4.115555555555556,1016
2019,9,21,12,ARP4,18,65,12,4.115555555555556,1015
2019,9,21,13,ARP4,19,63,12,4.115555555555556,1015
2019,9,21,14,ARP4,20,60,12,4.115555555555556,1014
2019,9,21,15,ARP4,21,58,12,4.115555555555556,1014
2019,9,21,16,ARP4,20,62,12,4.115555555555556,1014
2019,9,21,17,ARP4,19,66,12,3.601111111111111,1014
2019,9,21,18,ARP4,18,70,12,3.601111111111111,1015
2019,9,21,19,ARP4,16,74,12,3.0866666666666664,1015
2019,9,21,20,ARP4,15,79,11,3.0866666666666664,1015
2019,9,21,21,ARP4,14,83,11,2.5722222222222224,1015
2019,9,21,22,ARP4,14,84,11,2.5722222222222224,1015
2019,9,21,23,ARP4,14,84,11,2.5722222222222224,1015
2019,9,22,0,ARP4,13,85,11,3.0866666666666664,1015
2019,9,22,1,ARP4,13,86,11,3.0866666666666664,1014
2019,9,22,2,ARP4,13,87,11,3.0866666666666664,1014
2019,9,22,3,ARP4,13,88,11,3.0866666666666664,1014
2019,9,22,4,ARP4,13,86,11,3.0866666666666664,1014
2019,9,22,5,ARP4,14,84,12,3.0866666666666664,1014
2019,9,22,6,ARP4,15,82,12,3.601111111111111,1014
2019,9,22,7,ARP4,16,80,12,3.601111111111111,1014
2019,9,22,8,ARP4,17,79,13,3.601111111111111,1014
2019,9,22,9,ARP4,17,77,13,3.601111111111111,1014
2019,9,22,10,ARP4,18,75,13,3.601111111111111,1014
2019,9,22,11,ARP4,18,73,14,3.601111111111111,1013
2019,9,22,12,ARP4,19,71,14,4.115555555555556,1013
2019,9,22,13,ARP4,20,70,14,4.115555555555556,1013
2019,9,22,14,ARP4,20,68,14,4.115555555555556,1012
2019,9,22,15,ARP4,21,66,14,4.115555555555556,1012
2019,9,22,16,ARP4,20,69,14,4.115555555555556,1012
2019,9,22,17,ARP4,19,73,14,3.601111111111111,1012
2019,9,22,18,ARP4,18,76,14,3.601111111111111,1012
2019,9,22,19,ARP4,17,79,13,3.601111111111111,1012
2019,9,22,20,ARP4,16,83,13,3.601111111111111,1012
2019,9,22,21,ARP4,15,86,13,3.601111111111111,1013
2019,9,22,22,ARP4,15,86,13,3.601111111111111,1012
2019,9,22,23,ARP4,15,87,13,3.601111111111111,1012
2019,9,23,0,ARP4,14,88,12,3.601111111111111,1012
2019,9,23,1,ARP4,14,88,12,3.601111111111111,1012
2019,9,23,2,ARP4,14,89,12,3.601111111111111,1012
2019,9,23,3,ARP4,14,89,12,3.601111111111111,1011
2019,9,23,4,ARP4,14,88,12,3.601111111111111,1012
2019,9,23,5,ARP4,15,86,12,3.601111111111111,1012
2019,9,23,6,ARP4,16,84,13,4.115555555555556,1012
2019,9,23,7,ARP4,16,82,13,4.115555555555556,1012
2019,9,23,8,ARP4,17,81,13,4.63,1012
2019,9,23,9,ARP4,18,79,14,4.63,1012
2019,9,23,10,ARP4,18,76,14,4.63,1012
2019,9,23,11,ARP4,19,74,14,5.144444444444445,1012
2019,9,23,12,ARP4,19,72,14,5.144444444444445,1011
